,住址,行政區,物件說明,面積,房,衛,廳,物件類型,物件位於幾樓,物件共幾樓,管理費用,租金
447,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
448,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
449,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
450,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
451,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
452,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
453,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
454,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
455,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
456,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
457,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
458,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
459,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
460,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
461,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
462,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
463,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
464,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
465,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
466,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
467,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
468,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
469,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
470,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
471,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
472,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
473,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
474,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
475,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
476,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
477,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
478,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
479,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
480,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
481,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
482,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
483,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
484,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
485,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
486,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
487,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
488,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
489,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
490,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
491,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
492,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
493,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
494,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
495,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
496,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
497,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
498,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
499,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
500,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
501,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
502,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
503,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
504,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
505,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
506,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
507,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
508,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
509,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
510,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
511,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
512,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
513,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
514,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
515,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
516,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
517,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
518,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
519,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
520,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
521,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
522,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
523,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
524,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
525,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
526,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
527,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
528,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
529,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
530,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
531,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
532,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
533,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
534,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
535,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
536,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
537,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
538,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
539,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
540,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
541,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
542,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
543,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
544,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
545,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
546,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
547,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
548,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
549,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
550,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
551,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
552,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
553,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
554,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
555,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
556,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
557,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
558,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
559,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
560,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
561,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
562,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
563,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
564,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
565,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
566,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
567,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
568,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
569,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
570,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
571,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
572,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
573,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
574,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
575,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
576,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
577,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
578,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
579,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
580,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
581,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
582,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
583,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
584,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
585,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
586,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
587,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
588,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
589,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
590,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
591,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
592,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
593,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
594,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
595,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
596,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
597,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
598,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
599,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
600,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
601,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
602,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
603,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
604,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
605,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
606,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
607,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
608,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
609,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
610,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
611,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
612,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
613,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
614,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
615,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
616,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
617,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
618,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
619,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
620,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
621,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
622,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
623,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
624,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
625,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
626,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
627,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
628,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
629,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
630,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
631,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
632,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
633,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
634,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
635,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
636,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
637,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
638,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
639,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
640,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
641,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
